	Unnamed: 0	Unnamed: 0.1	text	class	allclass	texts_pos	texts_fulltag	texts_lemmas	text_lemmas_nostop	texts_plus_pos	texts_+_pos	sex	age	city	verified	blacklisted	deactivated	userid
4113	4113	3157	 uptime: 0 дн. 1 час. 53 мин. 18 сек.  [нет плеера]: xxx: У жены в питомнике мейнкунов есть кот, с говорящим именем Варлак Так он до - 25 спит на улице в дровах, и только если холодней, то идет в свой вольер. Развлекается тем, что гоняет деревенских котов и опыляет деревенских кошек, одно время по ночам пугал вообще всех деревенских, особенно подвыпивших. А поскольку недалеко есть местное кладбище, то одно время вообще нездоровая атмосфера была по области. Деревенские бабушки даже ходили к местному батюшке и жаловались на нечисть, которую среди могилок по ночам глазищами зыркает и орет страшно ) -427 ERROR -16 ERROR -22 ERROR -19 ERROR	хорошие	notspam	S S V ADV S PR S PR S S V S PR A S S ADVPRO SPRO PR V PR S PR S CONJ PART CONJ ADV CONJ V PR APRO S V SPRO CONJ V A S CONJ V A S APRO S PR S V ADV APRO A ADV V CONJ CONJ ADV V A S CONJ APRO S ADV A S V PR S A S CONJ V PR A S CONJ V PR S APRO PR S PR S S V CONJ V ADV	S,муж,неод=(вин,ед|им,ед) S,жен,неод=род,мн V,несов,пе=прош,ед,изъяв,муж ADV,прдк= S,муж,неод=род,ед PR= S,жен,од=(род,ед|им,мн) PR= S,муж,неод=пр,ед S,фам,муж,од=им,ед V,нп=(непрош,ед,изъяв,3-л,несов|непрош,мн,изъяв,3-л,несов|наст,мн,изъяв,1-л,несов|наст,ед,изъяв,1-л,несов|наст,мн,изъяв,2-л,несов|наст,ед,изъяв,2-л,несов|наст,мн,изъяв,3-л,несов|наст,ед,изъяв,3-л,несов) S,муж,од=им,ед PR= A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред) S,сред,неод=твор,ед S,муж,од=им,ед ADVPRO= SPRO,ед,3-л,муж=им PR= V,несов,нп=непрош,ед,изъяв,3-л PR= S,жен,неод=(пр,ед|дат,ед) PR= S,мн,неод=пр CONJ= PART= CONJ= ADV=срав CONJ= V,несов,нп=непрош,ед,изъяв,3-л PR= APRO=(вин,ед,муж,неод|им,ед,муж) S,муж,неод=(вин,ед|им,ед) V,нп=непрош,ед,изъяв,3-л,несов SPRO,ед,сред,неод=твор CONJ= V,несов,пе=непрош,ед,изъяв,3-л A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн) S,муж,од=(вин,мн|род,мн) CONJ= V,пе=непрош,ед,изъяв,3-л,несов A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн) S,жен,од=(вин,мн|род,мн) APRO=(вин,ед,сред|им,ед,сред) S,сред,неод=(вин,ед|им,ед) PR= S,жен,неод=дат,мн V,несов,пе=прош,ед,изъяв,муж ADV,вводн= APRO=(пр,мн|род,мн|вин,мн,од) A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн) ADV= V,сов,нп=(прош,пр,мн,прич,полн,действ|прош,род,мн,прич,полн,действ|прош,вин,мн,прич,полн,действ,од) CONJ= CONJ= ADV= V,нп=(непрош,ед,изъяв,3-л,несов|непрош,мн,изъяв,3-л,несов|наст,мн,изъяв,1-л,несов|наст,ед,изъяв,1-л,несов|наст,мн,изъяв,2-л,несов|наст,ед,изъяв,2-л,несов|наст,мн,изъяв,3-л,несов|наст,ед,изъяв,3-л,несов) A=(вин,ед,полн,сред|им,ед,полн,сред) S,сред,неод=(пр,ед|вин,ед|им,ед) CONJ= APRO=(вин,ед,сред|им,ед,сред) S,сред,неод=(вин,ед|им,ед) ADV,вводн= A=им,ед,полн,жен S,жен,неод=им,ед V,нп=прош,ед,изъяв,жен,несов PR= S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) A=(вин,мн,полн,неод|им,мн,полн) S,жен,од=(род,ед|им,мн) CONJ= V,несов,нп=прош,мн,изъяв PR= A=(дат,ед,полн,муж|дат,ед,полн,сред) S,муж,од=(пр,ед|дат,ед) CONJ= V,несов,нп=прош,мн,изъяв PR= S,жен,неод=(вин,ед|им,ед) APRO=вин,ед,жен PR= S,жен,неод=род,мн PR= S,жен,неод=дат,мн S,муж,неод=твор,мн V,несов,нп=разг,непрош,ед,изъяв,3-л CONJ= V,несов,пе=непрош,ед,изъяв,3-л ADV=	"  uptime :  0   дн .  1   час .  53   мина .  18   сечь .   [ нет   плеер ]:  xxx :  у   жена   в   питомник   мейнкунов   быть   кот ,  с   говорящий   имя   варлак   так   он   до  -  25   спать   на   улица   в   дрова ,  и   только   если   холодно ,  то   идти   в   свой   вольер .  развлекаться   то ,  что   гонять   деревенский   кот   и   опылять   деревенский   кошка ,  один   время   по   ночь   пугать   вообще   весь   деревенский ,  особенно   подвыпить .  а   поскольку   недалеко   быть   местный   кладбище ,  то   один   время   вообще   нездоровый   атмосфера   быть   по   область .  деревенский   бабушка   даже   ходить   к   местный   батюшка   и   жаловаться   на   нечисть ,  который   среди   могилка   по   ночь   глазище   зыркать   и   орать   страшно  ) - 427   ERROR  - 16   ERROR  - 22   ERROR  - 19   ERROR 
"	uptime : дн час 53 мина 18 сечь плеер ]: xxx : жена питомник мейнкунов кот говорящий варлак 25 спать улица дрова холодно идти вольер развлекаться гонять деревенский кот опылять деревенский кошка ночь пугать вообще деревенский подвыпить поскольку местный кладбище вообще нездоровый атмосфера область деревенский бабушка ходить местный батюшка жаловаться нечисть среди могилка ночь глазище зыркать орать страшно 427 ERROR 16 ERROR 22 ERROR 19 ERROR	"  uptime :  0   дн .  1   час S,муж,неод=(вин,ед|им,ед) .  53   мин S,жен,неод=род,мн .  18   сек V,несов,пе=прош,ед,изъяв,муж .   [ нет ADV,прдк=   плеера S,муж,неод=род,ед ]:  xxx :  У PR=   жены S,жен,од=(род,ед|им,мн)   в PR=   питомнике S,муж,неод=пр,ед   мейнкунов S,фам,муж,од=им,ед   есть V,нп=(непрош,ед,изъяв,3-л,несов|непрош,мн,изъяв,3-л,несов|наст,мн,изъяв,1-л,несов|наст,ед,изъяв,1-л,несов|наст,мн,изъяв,2-л,несов|наст,ед,изъяв,2-л,несов|наст,мн,изъяв,3-л,несов|наст,ед,изъяв,3-л,несов)   кот S,муж,од=им,ед ,  с PR=   говорящим A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)   именем S,сред,неод=твор,ед   Варлак S,муж,од=им,ед   Так ADVPRO=   он SPRO,ед,3-л,муж=им   до PR=  -  25   спит V,несов,нп=непрош,ед,изъяв,3-л   на PR=   улице S,жен,неод=(пр,ед|дат,ед)   в PR=   дровах S,мн,неод=пр ,  и CONJ=   только PART=   если CONJ=   холодней ADV=срав ,  то CONJ=   идет V,несов,нп=непрош,ед,изъяв,3-л   в PR=   свой APRO=(вин,ед,муж,неод|им,ед,муж)   вольер S,муж,неод=(вин,ед|им,ед) .  Развлекается V,нп=непрош,ед,изъяв,3-л,несов   тем SPRO,ед,сред,неод=твор ,  что CONJ=   гоняет V,несов,пе=непрош,ед,изъяв,3-л   деревенских A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)   котов S,муж,од=(вин,мн|род,мн)   и CONJ=   опыляет V,пе=непрош,ед,изъяв,3-л,несов   деревенских A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)   кошек S,жен,од=(вин,мн|род,мн) ,  одно APRO=(вин,ед,сред|им,ед,сред)   время S,сред,неод=(вин,ед|им,ед)   по PR=   ночам S,жен,неод=дат,мн   пугал V,несов,пе=прош,ед,изъяв,муж   вообще ADV,вводн=   всех APRO=(пр,мн|род,мн|вин,мн,од)   деревенских A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн) ,  особенно ADV=   подвыпивших V,сов,нп=(прош,пр,мн,прич,полн,действ|прош,род,мн,прич,полн,действ|прош,вин,мн,прич,полн,действ,од) .  А CONJ=   поскольку CONJ=   недалеко ADV=   есть V,нп=(непрош,ед,изъяв,3-л,несов|непрош,мн,изъяв,3-л,несов|наст,мн,изъяв,1-л,несов|наст,ед,изъяв,1-л,несов|наст,мн,изъяв,2-л,несов|наст,ед,изъяв,2-л,несов|наст,мн,изъяв,3-л,несов|наст,ед,изъяв,3-л,несов)   местное A=(вин,ед,полн,сред|им,ед,полн,сред)   кладбище S,сред,неод=(пр,ед|вин,ед|им,ед) ,  то CONJ=   одно APRO=(вин,ед,сред|им,ед,сред)   время S,сред,неод=(вин,ед|им,ед)   вообще ADV,вводн=   нездоровая A=им,ед,полн,жен   атмосфера S,жен,неод=им,ед   была V,нп=прош,ед,изъяв,жен,несов   по PR=   области S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) .  Деревенские A=(вин,мн,полн,неод|им,мн,полн)   бабушки S,жен,од=(род,ед|им,мн)   даже CONJ=   ходили V,несов,нп=прош,мн,изъяв   к PR=   местному A=(дат,ед,полн,муж|дат,ед,полн,сред)   батюшке S,муж,од=(пр,ед|дат,ед)   и CONJ=   жаловались V,несов,нп=прош,мн,изъяв   на PR=   нечисть S,жен,неод=(вин,ед|им,ед) ,  которую APRO=вин,ед,жен   среди PR=   могилок S,жен,неод=род,мн   по PR=   ночам S,жен,неод=дат,мн   глазищами S,муж,неод=твор,мн   зыркает V,несов,нп=разг,непрош,ед,изъяв,3-л   и CONJ=   орет V,несов,пе=непрош,ед,изъяв,3-л   страшно ADV=  ) - 427   ERROR  - 16   ERROR  - 22   ERROR  - 19   ERROR 
"	часS минS секV нетADV плеераS УPR женыS вPR питомникеS мейнкуновS естьV котS сPR говорящимA именемS ВарлакS ТакADVPRO онSPRO доPR спитV наPR улицеS вPR дровахS иCONJ толькоPART еслиCONJ холоднейADV тоCONJ идетV вPR свойAPRO вольерS РазвлекаетсяV темSPRO чтоCONJ гоняетV деревенскихA котовS иCONJ опыляетV деревенскихA кошекS одноAPRO времяS поPR ночамS пугалV вообщеADV всехAPRO деревенскихA особенноADV подвыпившихV АCONJ посколькуCONJ недалекоADV естьV местноеA кладбищеS тоCONJ одноAPRO времяS вообщеADV нездороваяA атмосфераS былаV поPR областиS ДеревенскиеA бабушкиS дажеCONJ ходилиV кPR местномуA батюшкеS иCONJ жаловалисьV наPR нечистьS которуюAPRO средиPR могилокS поPR ночамS глазищамиS зыркаетV иCONJ оретV страшноADV	2	None	552	0	0	not	10676963
4122	4122	4647	 'Спит в чулане пьяный Ганин' С.А.Есенин	цитаты	notspam	V PR S A S S S S	V,несов,нп=непрош,ед,изъяв,3-л PR= S,муж,неод=пр,ед A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,фам,муж,од=им,ед S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,фам,муж,од=им,ед	" ' спать   в   чулан   пьяный   ганин '  с . а . есенин 
"	' спать чулан пьяный ганин ' есенин	" ' Спит V,несов,нп=непрош,ед,изъяв,3-л   в PR=   чулане S,муж,неод=пр,ед   пьяный A=(вин,ед,полн,муж,неод|им,ед,полн,муж)   Ганин S,фам,муж,од=им,ед '  С S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) . А S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) . Есенин S,фам,муж,од=им,ед 
"	СпитV вPR чуланеS пьяныйA ГанинS СS АS ЕсенинS	1	None	61	0	0	not	33262755
4184	4184	1824	 Стрижка горячими ножницами и ламинирование волос со скидкой 60% от Slivki.by	реклама	spam	S A S CONJ S S PR S PR	S,жен,неод=им,ед A=твор,мн,полн S,мн,неод=твор CONJ= S,сред,неод=(вин,ед|им,ед) S,муж,неод=(вин,ед|род,мн|им,ед) PR= S,жен,неод=твор,ед PR=	"  стрижка   горячий   ножницы   и   ламинирование   волос   со   скидка   60 %  от   Slivki . by 
"	стрижка горячий ножницы ламинирование волос скидка 60 Slivki by	"  Стрижка S,жен,неод=им,ед   горячими A=твор,мн,полн   ножницами S,мн,неод=твор   и CONJ=   ламинирование S,сред,неод=(вин,ед|им,ед)   волос S,муж,неод=(вин,ед|род,мн|им,ед)   со PR=   скидкой S,жен,неод=твор,ед   60 %  от PR=   Slivki . by 
"	СтрижкаS горячимиA ножницамиS иCONJ ламинированиеS волосS соPR скидкойS отPR	1	None	0	0	0	not	139921949
4216	4216	1762	 Покраска дисков	реклама	spam	S S	S,жен,неод=им,ед S,муж,неод=род,мн	"  покраска   диск 
"	покраска диск	"  Покраска S,жен,неод=им,ед   дисков S,муж,неод=род,мн 
"	ПокраскаS дисковS	1	19	119	0	0	not	133781846
4220	4220	3093	 На место протеста и крика придут тишина и усталость Твоя жизнь - не кино и не книга, Какая жалость...	хорошие	notspam	PR S S CONJ S V S CONJ S APRO S PART S CONJ PART S APRO S	PR= S,сред,неод=(вин,ед|им,ед) S,муж,неод=род,ед CONJ= S,муж,неод=род,ед V,сов,нп=непрош,мн,изъяв,3-л S,ед,жен,неод=им CONJ= S,жен,неод=(вин,ед|им,ед) APRO=им,ед,жен S,жен,неод=(вин,ед|им,ед) PART= S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) CONJ= PART= S,жен,неод=им,ед APRO=им,ед,жен S,жен,неод=(вин,ед|им,ед)	"  на   место   протест   и   крик   прийти   тишина   и   усталость   твой   жизнь  -  не   кино   и   не   книга ,  какой   жалость ... 
"	место протест крик прийти тишина усталость кино книга жалость ...	"  На PR=   место S,сред,неод=(вин,ед|им,ед)   протеста S,муж,неод=род,ед   и CONJ=   крика S,муж,неод=род,ед   придут V,сов,нп=непрош,мн,изъяв,3-л   тишина S,ед,жен,неод=им   и CONJ=   усталость S,жен,неод=(вин,ед|им,ед)   Твоя APRO=им,ед,жен   жизнь S,жен,неод=(вин,ед|им,ед)  -  не PART=   кино S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед)   и CONJ=   не PART=   книга S,жен,неод=им,ед ,  Какая APRO=им,ед,жен   жалость S,жен,неод=(вин,ед|им,ед) ... 
"	НаPR местоS протестаS иCONJ крикаS придутV тишинаS иCONJ усталостьS ТвояAPRO жизньS неPART киноS иCONJ неPART книгаS КакаяAPRO жалостьS	1	None	2	0	0	not	137837633
4236	4236	2882	 Тайны человеческого мозга	хорошие	notspam	S A S	S,жен,неод=(вин,мн|род,ед|им,мн) A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред) S,муж,неод=род,ед	"  тайна   человеческий   мозг 
"	тайна человеческий мозг	"  Тайны S,жен,неод=(вин,мн|род,ед|им,мн)   человеческого A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред)   мозга S,муж,неод=род,ед 
"	ТайныS человеческогоA мозгаS	2	25	292	0	0	not	118683433
4242	4242	1311	" Презентация на тему: ""Ушаков Фёдор Фёдорович – великий русский флотоводец."". Скачать бесплатно и без регистрации."	реклама	spam	S PR S S S S A A S V ADV CONJ PR S	S,жен,неод=им,ед PR= S,жен,неод=вин,ед S,фам,муж,од=им,ед S,имя,муж,од=им,ед S,отч,муж,од=им,ед A=(вин,ед,полн,муж,неод|им,ед,полн,муж) A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,од=им,ед V,сов,пе=инф ADV= CONJ= PR= S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)	"  презентация   на   тема : "" ушаков   федор   федорович  –  великий   русский   флотоводец ."".  скачать   бесплатно   и   без   регистрация . 
"	"презентация тема : "" ушаков федор федорович – великий русский флотоводец ."". скачать бесплатно регистрация"	"  Презентация S,жен,неод=им,ед   на PR=   тему S,жен,неод=вин,ед : "" Ушаков S,фам,муж,од=им,ед   Фёдор S,имя,муж,од=им,ед   Фёдорович S,отч,муж,од=им,ед  –  великий A=(вин,ед,полн,муж,неод|им,ед,полн,муж)   русский A=(вин,ед,полн,муж,неод|им,ед,полн,муж)   флотоводец S,муж,од=им,ед ."".  Скачать V,сов,пе=инф   бесплатно ADV=   и CONJ=   без PR=   регистрации S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) . 
"	ПрезентацияS наPR темуS УшаковS ФёдорS ФёдоровичS великийA русскийA флотоводецS СкачатьV бесплатноADV иCONJ безPR регистрацииS	1	None	0	0	0	not	140226911
4253	4253	2719	 Почему эта девочка наступает на одни и те же грабли?Ее удивительная способность лезть туда,где ей нет места.	хорошие	notspam	ADVPRO APRO S V PR APRO CONJ APRO PART S APRO A S V ADVPRO ADVPRO SPRO ADV S	ADVPRO= APRO=им,ед,жен S,жен,од=им,ед V,нп=непрош,ед,изъяв,3-л,несов PR= APRO=(им,мн|вин,мн,неод) CONJ= APRO=(им,мн|вин,мн,неод) PART= S,мн,неод=(вин|им) APRO=(пр,мн|дат,мн|род,мн|твор,мн|им,мн|им,ед,жен|вин,ед,муж,од|род,ед,муж|род,ед,сред|вин,ед,сред|им,ед,сред|пр,ед,жен|дат,ед,жен|род,ед,жен|твор,ед,жен|пр,ед,муж|пр,ед,сред|дат,ед,муж|дат,ед,сред|вин,ед,жен|вин,мн,неод|вин,ед,муж,неод|им,ед,муж|твор,ед,муж|твор,ед,сред|вин,мн,од|пр,мн,сред|вин,мн,сред|дат,мн,сред|род,мн,сред|твор,мн,сред|им,мн,сред|пр,мн,муж|вин,мн,муж|вин,ед,муж|дат,мн,муж) A=им,ед,полн,жен S,жен,неод=(вин,ед|им,ед) V,несов,нп=инф ADVPRO= ADVPRO= SPRO,ед,3-л,жен=(дат|твор) ADV,прдк= S,сред,неод=(вин,мн|род,ед|им,мн)	"  почему   этот   девочка   наступать   на   один   и   тот   же   грабли ? ее   удивительный   способность   лезть   туда , где   она   нет   место . 
"	девочка наступать грабли удивительный способность лезть место	"  Почему ADVPRO=   эта APRO=им,ед,жен   девочка S,жен,од=им,ед   наступает V,нп=непрош,ед,изъяв,3-л,несов   на PR=   одни APRO=(им,мн|вин,мн,неод)   и CONJ=   те APRO=(им,мн|вин,мн,неод)   же PART=   грабли S,мн,неод=(вин|им) ? Ее APRO=(пр,мн|дат,мн|род,мн|твор,мн|им,мн|им,ед,жен|вин,ед,муж,од|род,ед,муж|род,ед,сред|вин,ед,сред|им,ед,сред|пр,ед,жен|дат,ед,жен|род,ед,жен|твор,ед,жен|пр,ед,муж|пр,ед,сред|дат,ед,муж|дат,ед,сред|вин,ед,жен|вин,мн,неод|вин,ед,муж,неод|им,ед,муж|твор,ед,муж|твор,ед,сред|вин,мн,од|пр,мн,сред|вин,мн,сред|дат,мн,сред|род,мн,сред|твор,мн,сред|им,мн,сред|пр,мн,муж|вин,мн,муж|вин,ед,муж|дат,мн,муж)   удивительная A=им,ед,полн,жен   способность S,жен,неод=(вин,ед|им,ед)   лезть V,несов,нп=инф   туда ADVPRO= , где ADVPRO=   ей SPRO,ед,3-л,жен=(дат|твор)   нет ADV,прдк=   места S,сред,неод=(вин,мн|род,ед|им,мн) . 
"	ПочемуADVPRO этаAPRO девочкаS наступаетV наPR одниAPRO иCONJ теAPRO жеPART граблиS ЕеAPRO удивительнаяA способностьS лезтьV тудаADVPRO гдеADVPRO ейSPRO нетADV местаS	2	None	72	0	0	not	3318575
4270	4270	3713	 нот бед	хорошие	notspam	S S	S,жен,неод=род,мн S,жен,неод=род,мн	"  нота   беда 
"	нота беда	"  нот S,жен,неод=род,мн   бед S,жен,неод=род,мн 
"	нотS бедS	1	None	0	0	0	not	139047786
4277	4277	493	 Адвокат: Убийца Немцова «засветился» на десятках камер	политика	notspam	S S S V PR S S	S,муж,од=им,ед S,мж,од=им,ед S,фам,муж,од=(вин,ед|род,ед) V,нп=прош,ед,изъяв,муж,сов PR= S,муж,неод=пр,мн S,жен,неод=род,мн	"  адвокат :  убийца   немцов  « засвечиваться »  на   десяток   камера 
"	адвокат : убийца немцов засвечиваться десяток камера	"  Адвокат S,муж,од=им,ед :  Убийца S,мж,од=им,ед   Немцова S,фам,муж,од=(вин,ед|род,ед)  « засветился V,нп=прош,ед,изъяв,муж,сов »  на PR=   десятках S,муж,неод=пр,мн   камер S,жен,неод=род,мн 
"	АдвокатS УбийцаS НемцоваS засветилсяV наPR десяткахS камерS	1	None	17	0	0	not	119618476
4308	4308	677	 Читать лучшее в категории 'Цитаты и мысли' — http://myata.me/mint/?id=-26833713_93193	реклама	spam	V A PR S S CONJ S	V,несов,пе=инф A=(вин,ед,полн,прев,сред|им,ед,полн,прев,сред) PR= S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,жен,неод=(вин,мн|род,ед|им,мн) CONJ= S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)	"  читать   хороший   в   категория  ' цитата   и   мысль ' —  http :// myata . me / mint / ? id =- 26833713 _ 93193 
"	читать хороший категория ' цитата мысль ' http :// myata me / mint / id =- 26833713 93193	"  Читать V,несов,пе=инф   лучшее A=(вин,ед,полн,прев,сред|им,ед,полн,прев,сред)   в PR=   категории S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)  ' Цитаты S,жен,неод=(вин,мн|род,ед|им,мн)   и CONJ=   мысли S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) ' —  http :// myata . me / mint / ? id =- 26833713 _ 93193 
"	ЧитатьV лучшееA вPR категорииS ЦитатыS иCONJ мыслиS	1	27	1	0	0	not	10261146
4312	4312	484	 ​Владимир Путин, Дмитрий Медведев и вице-премьеры РФ не приедут на похороны Бориса Немцова	политика	notspam	S S S S CONJ S S PART V PR S S S	S,имя,муж,од=им,ед S,фам,муж,од=им,ед S,имя,муж,од=им,ед S,фам,муж,од=им,ед CONJ= S,муж,од=им,мн S,reserved,сокр,гео,ед,жен,неод=(пр|вин|дат|род|твор|им) PART= V,нп=непрош,мн,изъяв,3-л,сов PR= S,мн,неод=(вин|им) S,имя,муж,од=(вин,ед|род,ед) S,фам,муж,од=(вин,ед|род,ед)	" ​ владимир   путин ,  дмитрий   медведев   и   вице-премьер   рф   не   приезжать   на   похороны   борис   немцов 
"	​ владимир путин дмитрий медведев вице-премьер рф приезжать похороны борис немцов	" ​ Владимир S,имя,муж,од=им,ед   Путин S,фам,муж,од=им,ед ,  Дмитрий S,имя,муж,од=им,ед   Медведев S,фам,муж,од=им,ед   и CONJ=   вице-премьеры S,муж,од=им,мн   РФ S,reserved,сокр,гео,ед,жен,неод=(пр|вин|дат|род|твор|им)   не PART=   приедут V,нп=непрош,мн,изъяв,3-л,сов   на PR=   похороны S,мн,неод=(вин|им)   Бориса S,имя,муж,од=(вин,ед|род,ед)   Немцова S,фам,муж,од=(вин,ед|род,ед) 
"	ВладимирS ПутинS ДмитрийS МедведевS иCONJ вице-премьерыS РФS неPART приедутV наPR похороныS БорисаS НемцоваS	1	None	26	0	0	not	33721567
4329	4329	3315	 В салоне играет Стас Михайлов. Чертово Дорожное радио. :(	хорошие	notspam	PR S V S S A A S	PR= S,муж,неод=пр,ед V,несов,пе=непрош,ед,изъяв,3-л S,имя,муж,од=им,ед S,фам,муж,од=им,ед A,полн,притяж=(вин,ед,сред|им,ед,сред) A=(вин,ед,полн,сред|им,ед,полн,сред) S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед)	"  в   салон   играть   стас   михайлов .  чертов   дорожный   радио .  :(
"	салон играть стас михайлов чертов дорожный радио :(	"  В PR=   салоне S,муж,неод=пр,ед   играет V,несов,пе=непрош,ед,изъяв,3-л   Стас S,имя,муж,од=им,ед   Михайлов S,фам,муж,од=им,ед .  Чертово A,полн,притяж=(вин,ед,сред|им,ед,сред)   Дорожное A=(вин,ед,полн,сред|им,ед,полн,сред)   радио S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) .  :(
"	ВPR салонеS играетV СтасS МихайловS ЧертовоA ДорожноеA радиоS	1	None	11470	0	0	not	124351708
